id,tier,topic,type,question,answer,alternative_answer,explanation,expected_output,created_at
JSA011,expert,async-await,write_the_code,"Write an async function trySave(data) that awaits saveData(data). On success return { success: true, result }. On failure return { success: false, error: error.message }. Always log 'done' regardless of outcome.

// Assume saveData(data) is defined and returns a Promise","async function trySave(data) {
  try {
    const result = await saveData(data);
    return { success: true, result };
  } catch (error) {
    return { success: false, error: error.message };
  } finally {
    console.log('done');
  }
}",,try/catch/finally works with async/await exactly as with synchronous code. The finally block always executes — after either the try or catch block — before the function's returned Promise resolves. Returning inside catch gives the caller a safe result rather than a rejected Promise.,,2026-05-15 16:57:21.711974+00
JSA012,expert,closures,write_the_code,"Write an IIFE that creates a private counter module. Return an object with increment() and getCount(). The count variable must be unreachable from outside.

const counter = /* your IIFE */;
counter.increment();
counter.increment();
console.log(counter.getCount()); // 2
console.log(counter.count);      // undefined","const counter = (function() {
  let count = 0;
  return {
    increment() { count++; },
    getCount() { return count; }
  };
})();",,"An IIFE (Immediately Invoked Function Expression) runs once and returns an object. The returned methods close over count, which lives in the IIFE's scope — inaccessible from outside. This is the classic module pattern predating ES modules.",,2026-05-15 16:57:21.711974+00
JSA013,expert,event-loop,output_prediction,"What will the following code log to the console?

console.log('1');
setTimeout(() => console.log('2'), 0);
Promise.resolve().then(() => {
  console.log('3');
  setTimeout(() => console.log('4'), 0);
}).then(() => console.log('5'));
console.log('6');","1
6
3
5
2
4",,"Synchronous code runs first: '1', '6'. Promise microtasks run before macrotasks: the first .then fires ('3'), scheduling a new macrotask ('4') and queueing the next .then. That next .then fires ('5') before any macrotask. Then the macrotask queue runs in order: '2' (scheduled first), then '4'.",,2026-05-15 16:57:21.711974+00
JSA014,expert,promises,output_prediction,"What will the following code log to the console?

const p1 = new Promise(resolve => setTimeout(() => resolve('slow'), 200));
const p2 = new Promise(resolve => setTimeout(() => resolve('fast'), 100));
Promise.race([p1, p2]).then(console.log);",fast,,"Promise.race resolves or rejects as soon as the first Promise in the array settles. p2 resolves after 100 ms, before p1 at 200 ms. race adopts p2's value and the .then logs 'fast'. p1 still resolves later, but race ignores subsequent settlements.",,2026-05-15 16:57:21.711974+00
JSA015,expert,async-await,output_prediction,"What will the following code log to the console?

async function run() {
  const a = await Promise.resolve(1);
  const b = await Promise.resolve(a + 2);
  const c = await Promise.resolve(b * 3);
  console.log(c);
}
run();",9,,"Each await unwraps the resolved value sequentially: a=1, b=1+2=3, c=3*3=9. Even though each Promise.resolve schedules a microtask, the async function resumes in order. The final console.log prints 9.",,2026-05-15 16:57:21.711974+00
JSA016,expert,generators,output_prediction,"What will the following code log to the console?

function* gen() {
  yield 1;
  return 2;
  yield 3;
}
const g = gen();
console.log(JSON.stringify(g.next()));
console.log(JSON.stringify(g.next()));
console.log(JSON.stringify(g.next()));","{""value"":1,""done"":false}
{""value"":2,""done"":true}
{""value"":undefined,""done"":true}",,"yield 1 produces {value:1, done:false}. return 2 ends the generator immediately, producing {value:2, done:true}. yield 3 is unreachable. After the generator is done, every subsequent next() returns {value:undefined, done:true}. JSON.stringify omits undefined values in objects, but the structure still shows done:true.",,2026-05-15 16:57:21.711974+00
JSA017,expert,tagged-templates,output_prediction,"What will the following code log to the console?

function tag(strings) {
  return strings.raw[0];
}
console.log(tag`Hello\nWorld`);",Hello\nWorld,,"strings.raw contains the unprocessed template strings — backslash sequences are not interpreted. The raw string has a literal backslash followed by 'n', not a newline character. This is how String.raw works under the hood.",,2026-05-15 16:57:21.711974+00
JSA018,expert,proxy,output_prediction,"What will the following code log to the console?

const handler = {
  get(target, prop) {
    return prop in target ? target[prop] : `'${prop}' not found`;
  }
};
const obj = new Proxy({ name: 'Alice' }, handler);
console.log(obj.name);
console.log(obj.age);","Alice
'age' not found",,"The get trap intercepts every property access. For 'name', the prop exists in target so target[prop] ('Alice') is returned. For 'age', it does not exist, so the fallback string is returned. Without the Proxy, obj.age would be undefined.",,2026-05-15 16:57:21.711974+00
JSA019,expert,symbols,output_prediction,"What will the following code log to the console?

const s1 = Symbol('id');
const s2 = Symbol('id');
console.log(s1 === s2);
console.log(typeof s1);","false
symbol",,"Every Symbol() call creates a unique primitive — the description string is only for debugging. s1 and s2 are different symbols, so strict equality is false. typeof any Symbol returns the lowercase string 'symbol'.",,2026-05-15 16:57:21.711974+00
JSA020,expert,async-await,output_prediction,"What will the following code log to the console?

async function fail() {
  throw new Error('oops');
}
async function run() {
  try {
    await fail();
  } catch (e) {
    console.log('caught:', e.message);
  }
}
run();",caught: oops,,"An async function that throws wraps the error in a rejected Promise. await inside try/catch converts that rejected Promise into a thrown exception, which is caught by the catch block. e.message is the Error's message property, 'oops'.",,2026-05-15 16:57:21.711974+00
JSA021,expert,closures,output_prediction,"What will the following code log to the console?

const result = (function() {
  let x = 10;
  return x * 2;
})();
console.log(result);
console.log(typeof x);","20
undefined",,"The IIFE runs immediately, returning 10*2=20 which is stored in result. The variable x is scoped inside the IIFE and is not accessible in the outer scope. typeof on an undeclared variable returns 'undefined' rather than throwing a ReferenceError.",,2026-05-15 16:57:21.711974+00
JSA022,expert,promises,output_prediction,"What will the following code log to the console?

Promise.allSettled([
  Promise.resolve('ok'),
  Promise.reject('fail')
]).then(results => {
  console.log(results[0].status);
  console.log(results[1].reason);
});","fulfilled
fail",,"Promise.allSettled always fulfils with an array of result objects — one per input Promise. Fulfilled Promises get {status:'fulfilled', value}; rejected Promises get {status:'rejected', reason}. It never rejects itself, unlike Promise.all.",,2026-05-15 16:57:21.711974+00
JSA023,expert,generators,output_prediction,"What will the following code log to the console?

function* inner() {
  yield 'a';
  yield 'b';
}
function* outer() {
  yield 1;
  yield* inner();
  yield 2;
}
console.log([...outer()]);","[1,""a"",""b"",2]",,"yield* delegates to another iterable — it forwards each value from inner() as if those yields were written inline in outer(). The spread collects all yielded values in order: 1 from outer, 'a' and 'b' from inner, then 2 from outer.",,2026-05-15 16:57:21.711974+00
JSA024,expert,weakmap,output_prediction,"What will the following code log to the console?

const wm = new WeakMap();
const key1 = {};
const key2 = {};
wm.set(key1, 'first');
wm.set(key2, 'second');
console.log(wm.get(key1));
console.log(wm.has(key2));
console.log(wm.size);","first
true
undefined",,"WeakMap.get and .has work as expected. However, WeakMap intentionally has no .size property (returns undefined) and no iteration methods. This is by design — exposing the count would prevent garbage collection of unreachable keys.",,2026-05-15 16:57:21.711974+00
JSA025,expert,symbols,what_is_the_result,"What will the following code log to the console?

console.log(typeof Symbol('test'));",symbol,,"Symbol is a primitive type in JavaScript (alongside number, string, boolean, null, undefined, and bigint). typeof any Symbol value returns the lowercase string 'symbol'.",,2026-05-15 16:57:21.711974+00
JSA026,expert,set,what_is_the_result,"What will the following code log to the console?

const set = new Set([1, 2, 2, 3, 3, 3]);
console.log(set.size);",3,,"Set stores only unique values using the SameValueZero algorithm. Duplicate entries (2 and 3) are silently ignored during construction. The resulting Set contains {1, 2, 3}, so size is 3.",,2026-05-15 16:57:21.711974+00
JSA027,expert,async-await,what_is_the_result,"What will the following code log to the console?

async function getValue() {
  return 42;
}
console.log(getValue() instanceof Promise);",true,,"async functions always return a Promise, even when the return value is a plain number. getValue() returns a Promise that resolves to 42. The instanceof check confirms this — the return value is a genuine Promise instance.",,2026-05-15 16:57:21.711974+00
JSA028,expert,generators,what_is_the_result,"What will the following code log to the console?

function* gen() {
  yield 1;
  yield 2;
}
const it = gen();
it.next();
it.next();
console.log(it.next().done);",true,,"After two next() calls the generator has yielded both values. The third next() call runs the code after the last yield, finds the function end, and returns {value: undefined, done: true}. Once a generator is done, all subsequent next() calls also return {done: true}.",,2026-05-15 16:57:21.711974+00
JSA029,expert,symbols,what_is_the_result,"What will the following code log to the console?

const s1 = Symbol.for('shared');
const s2 = Symbol.for('shared');
console.log(s1 === s2);",true,,"Symbol.for looks up a symbol in the global symbol registry by key. If a symbol with that key already exists, it returns the same one — unlike Symbol() which always creates a unique value. Both s1 and s2 refer to the same globally registered symbol, so they are strictly equal.",,2026-05-15 16:57:21.711974+00
JSA030,expert,objects,what_is_the_result,"What will the following code log to the console?

const obj = { a: 1, b: 2 };
Object.freeze(obj);
obj.c = 3;
obj.a = 99;
console.log(Object.keys(obj).length);
console.log(obj.a);","2
1",,"Object.freeze prevents adding, removing, or modifying properties. Assignments like obj.c=3 and obj.a=99 are silently ignored in non-strict mode (or throw in strict mode). The object stays with its original two keys and original value of a=1.",,2026-05-15 16:57:21.711974+00
JSA031,expert,symbols,what_is_the_result,"What will the following code log to the console?

const sym = Symbol('key');
const obj = { [sym]: 'secret', name: 'visible' };
console.log(Object.keys(obj).length);
console.log(JSON.stringify(obj));","1
{""name"":""visible""}",,"Symbol-keyed properties are non-enumerable and invisible to Object.keys(), for...in, and JSON.stringify(). Only 'name' appears in Object.keys, so length is 1. JSON.stringify omits the Symbol property entirely, producing {""name"":""visible""}.",,2026-05-15 16:57:21.711974+00
JSA032,expert,iterators,what_is_the_result,"What will the following code log to the console?

const arr = [1, 2, 3];
const iter = arr[Symbol.iterator]();
console.log(iter.next().value);
console.log(iter.next().value);","1
2",,"Arrays implement the iteration protocol via Symbol.iterator. Calling it returns a stateful iterator object. Each call to next() advances the iterator and returns the next element. The first call gives 1, the second gives 2.",,2026-05-15 16:57:21.711974+00
JSA033,expert,operators,what_is_the_result,"What will the following code log to the console?

console.log(0 || 'default');
console.log(0 ?? 'default');
console.log('' || 'fallback');
console.log('' ?? 'fallback');","default
0
fallback
",,"|| falls back for any falsy value (0, '', null, undefined, false, NaN). ?? (nullish coalescing) only falls back for null or undefined. 0 is falsy but not nullish, so 0 ?? 'default' keeps 0. An empty string is falsy but not nullish, so '' ?? 'fallback' keeps '' (empty output).",,2026-05-15 16:57:21.711974+00
JSA034,expert,promises,what_is_the_result,"What will the following code log to the console?

const p = Promise.resolve(42);
console.log(p instanceof Promise);
console.log(typeof p.then);","true
function",,"Promise.resolve(42) creates a Promise that has already resolved. instanceof Promise confirms it is a Promise. .then is a method on Promise.prototype, so typeof p.then returns 'function'.",,2026-05-15 16:57:21.711974+00
JSA035,expert,generators,what_is_the_result,"What will the following code log to the console?

function* take(iterable, n) {
  let count = 0;
  for (const item of iterable) {
    if (count++ >= n) break;
    yield item;
  }
}
console.log([...take([10, 20, 30, 40], 2)]);","[10,20]",,"take is a generator that yields at most n items from any iterable. count starts at 0; the post-increment means the break fires when count reaches 2. So items at count=0 (10) and count=1 (20) are yielded, then the loop breaks. Spread collects [10, 20].",,2026-05-15 16:57:21.711974+00
JSA036,expert,weakmap,what_is_the_result,"What will the following code log to the console?

const wm = new WeakMap();
const obj = {};
wm.set(obj, 'data');
console.log(wm.has(obj));
console.log(wm.size);","true
undefined",,"WeakMap.has works correctly and returns true. However, WeakMap deliberately has no .size property — accessing it returns undefined. This is intentional: exposing size would require tracking all keys, preventing garbage collection of unreachable objects.",,2026-05-15 16:57:21.711974+00
JSA037,expert,iterators,fill_in_the_blank,"Fill in the blank to make the object iterable:

const obj = {
  data: [1, 2, 3],
  [___.iterator]() {
    return this.data[Symbol.iterator]();
  }
};
console.log([...obj]); // [1, 2, 3]","const obj = {
  data: [1, 2, 3],
  [Symbol.iterator]() {
    return this.data[Symbol.iterator]();
  }
};
console.log([...obj]); // [1, 2, 3]",,Symbol.iterator is a well-known symbol. Using it as a computed property key ([Symbol.iterator]) tells the JavaScript engine that this method implements the iterable protocol. The method delegates to the array's own iterator.,"[1,2,3]",2026-05-15 16:57:21.711974+00
JSA038,expert,proxy,fill_in_the_blank,"Fill in the blank to intercept property assignments on the Proxy so non-numbers are rejected, then log the outcome:

const validator = new Proxy({}, {
  ___(target, prop, value) {
    if (typeof value !== 'number') throw new TypeError('Only numbers');
    target[prop] = value;
    return true;
  }
});
validator.x = 42;
try {
  validator.y = 'oops';
  console.log('accepted', validator.x);
} catch (e) {
  console.log('rejected', validator.x);
}","const validator = new Proxy({}, {
  set(target, prop, value) {
    if (typeof value !== 'number') throw new TypeError('Only numbers');
    target[prop] = value;
    return true;
  }
});
validator.x = 42;
try {
  validator.y = 'oops';
  console.log('accepted', validator.x);
} catch (e) {
  console.log('rejected', validator.x);
}",,"The Proxy set trap intercepts all property assignments. Its parameters are target (the original object), prop (the property name), and value (the value being assigned). Returning true signals that the assignment succeeded; returning false (or not returning) throws a TypeError in strict mode.",rejected 42,2026-05-15 16:57:21.711974+00
JSA039,expert,promises,fill_in_the_blank,"Fill in the blank to wait for all Promises regardless of whether they reject:

Promise.___([Promise.resolve(1), Promise.reject(2)])
  .then(results => console.log(results.length)); // 2","Promise.allSettled([Promise.resolve(1), Promise.reject(2)])
  .then(results => console.log(results.length)); // 2",,Promise.allSettled waits for all Promises to settle (resolve or reject) and always fulfils with a results array of the same length. Promise.all would reject immediately on the first rejection and would not reach the .then.,2,2026-05-15 16:57:21.711974+00
JSA040,expert,generators,fill_in_the_blank,"Fill in the blank to delegate to an inner iterable inside a generator:

function* concat(...arrays) {
  for (const arr of arrays) {
    ___ arr;
  }
}
console.log([...concat([1,2],[3,4])]); // [1,2,3,4]","function* concat(...arrays) {
  for (const arr of arrays) {
    yield* arr;
  }
}
console.log([...concat([1,2],[3,4])]); // [1,2,3,4]",,"yield* delegates iteration to another iterable, forwarding each of its values as if they were yielded directly. It is the generator equivalent of a nested for...of loop that yields each element.","[1,2,3,4]",2026-05-15 16:57:21.711974+00
JSA041,expert,symbols,fill_in_the_blank,"Fill in the blank to implement custom type coercion:

class Money {
  constructor(amount) { this.amount = amount; }
  [___.toPrimitive](hint) {
    return hint === 'string' ? `$${this.amount}` : this.amount;
  }
}
const m = new Money(50);
console.log(+m); // 50","class Money {
  constructor(amount) { this.amount = amount; }
  [Symbol.toPrimitive](hint) {
    return hint === 'string' ? `$${this.amount}` : this.amount;
  }
}
const m = new Money(50);
console.log(+m); // 50",,"Symbol.toPrimitive is the well-known symbol that overrides the default coercion logic. When JavaScript needs to convert the object to a primitive, it calls this method with a hint ('number', 'string', or 'default'). The unary + operator provides a 'number' hint.",50,2026-05-15 16:57:21.711974+00
JSA042,expert,weakmap,fill_in_the_blank,"Fill in the blank to cache computed results without preventing garbage collection, then log a result:

const cache = new ___();
function process(obj) {
  if (cache.has(obj)) return cache.get(obj);
  const result = obj.value * 2;
  cache.set(obj, result);
  return result;
}
const item = { value: 21 };
console.log(process(item)); // 42","const cache = new WeakMap();
function process(obj) {
  if (cache.has(obj)) return cache.get(obj);
  const result = obj.value * 2;
  cache.set(obj, result);
  return result;
}
const item = { value: 21 };
console.log(process(item)); // 42",,"WeakMap stores entries with weak references to object keys. When an object key becomes unreachable, its WeakMap entry is eligible for garbage collection — unlike a regular Map which would keep the object alive. This makes WeakMap ideal for caches keyed on objects.",42,2026-05-15 16:57:21.711974+00
JSA043,expert,tagged-templates,fill_in_the_blank,"Fill in the blank to return the tag function's static string parts joined by '|':

function tag(strings, ...values) {
  return ___.join('|');
}
console.log(tag`a${1}b${2}c`);","function tag(strings, ...values) {
  return strings.join('|');
}
console.log(tag`a${1}b${2}c`);",,"A tag function receives the template's static string segments as its first argument (conventionally named strings or strs), followed by the interpolated values as rest parameters. strings.length is always values.length + 1.",a|b|c,2026-05-15 16:57:21.711974+00
JSA044,expert,reflect,fill_in_the_blank,"Fill in the blank to get all own property keys, including Symbols:

const sym = Symbol('s');
const obj = { a: 1, [sym]: 2 };
const allKeys = ___.ownKeys(obj);
console.log(allKeys.length); // 2","const sym = Symbol('s');
const obj = { a: 1, [sym]: 2 };
const allKeys = Reflect.ownKeys(obj);
console.log(allKeys.length); // 2",,"Reflect.ownKeys returns all own property keys including Symbols and non-enumerable properties. Object.keys returns only own enumerable string keys. For obj with one string key and one Symbol key, Reflect.ownKeys returns both.",2,2026-05-15 16:57:21.711974+00
JSA045,expert,event-loop,fill_in_the_blank,"Fill in the blank to schedule a microtask that runs after synchronous code but before the next macrotask:

console.log('start');
___(() => console.log('microtask'));
console.log('end');
// Logs: start, end, microtask","console.log('start');
queueMicrotask(() => console.log('microtask'));
console.log('end');
// Logs: start, end, microtask",,"queueMicrotask schedules a callback in the microtask queue — the same queue used by Promise.then. Microtasks run after the current synchronous script completes but before the browser renders or processes the next macrotask (setTimeout, setInterval).","start
end
microtask",2026-05-15 16:57:21.711974+00
JSA046,expert,promises,fill_in_the_blank,"Fill in the blank to resolve with the first fulfilling Promise (ignoring rejections):

Promise.___(
  [Promise.reject('a'), Promise.resolve('b'), Promise.reject('c')]
).then(console.log); // 'b'","Promise.any(
  [Promise.reject('a'), Promise.resolve('b'), Promise.reject('c')]
).then(console.log); // 'b'",,"Promise.any resolves as soon as any Promise in the array fulfils. It ignores rejections unless all Promises reject, in which case it rejects with an AggregateError. This is the opposite of Promise.race, which settles on the first outcome regardless of whether it is a resolve or reject.",b,2026-05-15 16:57:21.711974+00
JSA047,expert,deep-copy,fill_in_the_blank,"Fill in the blank to create a deep clone that handles circular references (unlike JSON.parse/JSON.stringify):

const original = { a: 1, nested: { b: 2 } };
const clone = ___(original);
clone.nested.b = 99;
console.log(original.nested.b); // 2","const original = { a: 1, nested: { b: 2 } };
const clone = structuredClone(original);
clone.nested.b = 99;
console.log(original.nested.b); // 2",,"structuredClone is a built-in function (available in Node.js 17+ and modern browsers) that deep-clones objects using the Structured Clone Algorithm. Unlike JSON, it handles circular references, Dates, Maps, Sets, and more — but not functions or Symbols.",2,2026-05-15 16:57:21.711974+00
JSA048,expert,generators,fill_in_the_blank,"Fill in the blank to yield values from an async generator, then log the collected values:

async function* asyncRange(start, end) {
  for (let i = start; i <= end; i++) {
    ___ i;
  }
}
(async () => {
  const out = [];
  for await (const n of asyncRange(1, 3)) out.push(n);
  console.log(out.join(','));
})();","async function* asyncRange(start, end) {
  for (let i = start; i <= end; i++) {
    yield i;
  }
}
(async () => {
  const out = [];
  for await (const n of asyncRange(1, 3)) out.push(n);
  console.log(out.join(','));
})();",,"An async generator (async function*) combines async functions and generators. Inside it, both yield and await can be used. yield pauses the generator and emits a value; the consumer uses for await...of to iterate over the emitted values.","1,2,3",2026-05-15 16:57:21.711974+00
JSA049,expert,async-await,spot_the_bug,"Find and fix the bug. The async function's rejection is never handled, causing an unhandled Promise rejection. Attach a handler that logs the error message:

async function riskyOp() {
  throw new Error('failed');
}
riskyOp();","async function riskyOp() {
  throw new Error('failed');
}
riskyOp().catch(e => console.log('caught:', e.message));",,"Async functions return a Promise. If that Promise rejects and no .catch() or try/catch (via await) handles it, the process emits an unhandledRejection warning (or crash in some environments). Always attach .catch() or await inside a try/catch.",caught: failed,2026-05-15 16:57:21.711974+00
JSA050,expert,async-await,spot_the_bug,"Find and fix the bug. processAll should log items in order, but with forEach the awaits do not run sequentially, so items finish out of order:

function doWork(item) {
  return new Promise(res => setTimeout(res, (4 - item) * 10));
}
async function processAll(items) {
  items.forEach(async item => {
    await doWork(item);
    console.log(item, 'done');
  });
}
processAll([1, 2, 3]);","function doWork(item) {
  return new Promise(res => setTimeout(res, (4 - item) * 10));
}
async function processAll(items) {
  for (const item of items) {
    await doWork(item);
    console.log(item, 'done');
  }
}
processAll([1, 2, 3]);",,forEach does not await async callbacks — it fires them all simultaneously and ignores the returned Promises. Items run concurrently in an undefined order. Replacing forEach with for...of allows each await to pause the loop until the current item finishes before moving to the next.,"1 done
2 done
3 done",2026-05-15 16:57:21.711974+00
JSA051,expert,regex,spot_the_bug,"Find and fix the bug. Both test calls should return true, but the second returns false:

const re = /cat/g;
console.log(re.test('I have a cat')); // true
console.log(re.test('My cat is here')); // false — should be true","const re = /cat/;
console.log(re.test('I have a cat'));
console.log(re.test('My cat is here'));",,"A regex with the g (global) flag keeps stateful lastIndex between calls on the same regex object. After the first successful test, lastIndex is set past the match. The second test starts from that position, finds nothing, and returns false while also resetting lastIndex to 0. Removing the g flag or resetting lastIndex manually fixes this.","true
true",2026-05-15 16:57:21.711974+00
JSA052,expert,proxy,spot_the_bug,"Find and fix the bug. The Proxy's get trap causes infinite recursion:

const obj = new Proxy({}, {
  get(target, prop) {
    console.log(`Getting ${prop}`);
    return obj[prop];
  }
});
obj.name;","const obj = new Proxy({}, {
  get(target, prop) {
    console.log(`Getting ${prop}`);
    return target[prop];
  }
});
obj.name;",,"obj[prop] inside the get trap accesses obj, which is the Proxy itself — triggering the trap again recursively until the stack overflows. The fix is to read from target (the underlying plain object), not from the Proxy. The target parameter is always the unwrapped object.",Getting name,2026-05-15 16:57:21.711974+00
JSA053,expert,weakmap,spot_the_bug,"Find and fix the bug. WeakMap keys must be objects, but a string is used:

const wm = new WeakMap();
wm.set('key', 'value');
console.log(wm.get('key'));","const wm = new WeakMap();
const key = {};
wm.set(key, 'value');
console.log(wm.get(key));",,WeakMap only accepts objects (and registered symbols in some environments) as keys — primitives like strings throw a TypeError. This restriction exists because WeakMap relies on object identity and garbage-collection semantics that primitives do not have.,value,2026-05-15 16:57:21.711974+00
